trans_dt,A,B,O,AB,code_len,dow,day,month,year,week,ds,hol_dur,hol_lower,hol_upper,TOTAL
2015-06-29,20.0,63.0,35.0,14.5,220,0,29,6,2015,27,,,,,132.5
2015-06-30,48.0,59.0,34.0,22.0,204,1,30,6,2015,27,,,,,163.0
2015-07-01,42.0,65.0,64.5,4.0,208,2,1,7,2015,27,,,,,175.5
2015-07-02,39.0,85.5,65.5,10.0,234,3,2,7,2015,27,,,,,200.0
2015-07-03,47.5,49.0,56.0,11.0,232,4,3,7,2015,27,,,,,163.5
2015-07-04,40.5,34.5,35.0,6.0,166,5,4,7,2015,27,,,,,116.0
2015-07-05,43.5,15.0,13.5,7.0,126,6,5,7,2015,27,,,,,79.0
2015-07-06,53.0,49.5,23.0,26.5,176,0,6,7,2015,28,,,,,152.0
2015-07-07,32.0,57.5,34.0,13.0,192,1,7,7,2015,28,,,,,136.5
2015-07-08,65.0,30.0,28.0,34.0,196,2,8,7,2015,28,,,,,157.0
2015-07-09,28.0,31.0,45.0,25.0,178,3,9,7,2015,28,,,,,129.0
2015-07-10,47.0,43.5,40.5,21.0,226,4,10,7,2015,28,,,,,152.0
2015-07-11,19.5,24.0,35.0,1.0,166,5,11,7,2015,28,,,,,79.5
2015-07-12,21.5,19.0,28.5,5.0,154,6,12,7,2015,28,,,,,74.0
2015-07-13,33.5,58.0,41.5,28.0,160,0,13,7,2015,29,,,,,161.0
2015-07-14,34.0,48.0,35.5,28.0,190,1,14,7,2015,29,,,,,145.5
2015-07-15,32.5,44.5,51.0,20.5,204,2,15,7,2015,29,,,,,148.5
2015-07-16,31.5,52.5,46.0,18.5,214,3,16,7,2015,29,,,,,148.5
2015-07-17,52.5,48.5,44.5,16.5,216,4,17,7,2015,29,,,,,162.0
2015-07-18,28.5,29.0,27.0,17.0,178,5,18,7,2015,29,,,,,101.5
2015-07-19,17.0,30.5,21.0,10.0,140,6,19,7,2015,29,,,,,78.5
2015-07-20,40.0,36.0,95.0,26.0,198,0,20,7,2015,30,,,,,197.0
2015-07-21,43.0,65.5,49.5,15.5,174,1,21,7,2015,30,,,,,173.5
2015-07-22,55.0,27.0,46.5,13.0,214,2,22,7,2015,30,,,,,141.5
2015-07-23,58.0,53.0,68.0,24.0,258,3,23,7,2015,30,,,,,203.0
2015-07-24,55.5,59.0,61.0,27.5,228,4,24,7,2015,30,,,,,203.0
2015-07-25,29.5,44.5,29.0,5.5,168,5,25,7,2015,30,,,,,108.5
2015-07-26,35.0,23.0,29.0,6.0,178,6,26,7,2015,30,,,,,93.0
2015-07-27,74.5,79.0,21.0,11.5,234,0,27,7,2015,31,,,,,186.0
2015-07-28,32.0,65.5,34.0,17.0,226,1,28,7,2015,31,,,,,148.5
2015-07-29,54.0,56.5,54.5,8.0,222,2,29,7,2015,31,,,,,173.0
2015-07-30,45.0,46.5,50.5,29.5,232,3,30,7,2015,31,,,,,171.5
2015-07-31,41.5,56.5,31.5,27.0,198,4,31,7,2015,31,,,,,156.5
2015-08-01,38.5,39.0,32.5,9.5,178,5,1,8,2015,31,,,,,119.5
2015-08-02,33.5,18.0,25.0,11.0,156,6,2,8,2015,31,,,,,87.5
2015-08-03,27.5,70.0,67.5,15.0,204,0,3,8,2015,32,,,,,180.0
2015-08-04,67.5,47.5,69.0,28.0,222,1,4,8,2015,32,,,,,212.0
2015-08-05,80.5,53.0,56.5,13.5,228,2,5,8,2015,32,,,,,203.5
2015-08-06,60.0,45.5,37.0,20.5,222,3,6,8,2015,32,,,,,163.0
2015-08-07,44.5,44.0,52.0,8.0,214,4,7,8,2015,32,,,,,148.5
2015-08-08,22.5,37.0,52.5,15.5,166,5,8,8,2015,32,,,,,127.5
2015-08-09,15.5,14.5,22.0,9.0,108,6,9,8,2015,32,,,,,61.0
2015-08-10,21.5,50.0,28.0,13.0,144,0,10,8,2015,33,,,,,112.5
2015-08-11,44.0,35.5,48.0,19.0,202,1,11,8,2015,33,,,,,146.5
2015-08-12,53.5,27.0,57.0,24.5,220,2,12,8,2015,33,,,,,162.0
2015-08-13,27.5,27.0,64.5,13.0,216,3,13,8,2015,33,,,,,132.0
2015-08-14,33.0,33.5,67.5,6.5,244,4,14,8,2015,33,,,,,140.5
2015-08-15,19.5,19.0,26.0,5.5,138,5,15,8,2015,33,,,,,70.0
2015-08-16,38.0,26.0,18.0,6.0,148,6,16,8,2015,33,,,,,88.0
2015-08-17,35.0,40.0,38.5,20.0,190,0,17,8,2015,34,,,,,133.5
2015-08-18,45.5,63.5,37.0,17.0,204,1,18,8,2015,34,,,,,163.0
2015-08-19,33.0,40.5,39.0,11.5,202,2,19,8,2015,34,,,,,124.0
2015-08-20,26.0,33.0,50.0,36.5,226,3,20,8,2015,34,,,,,145.5
2015-08-21,42.0,49.5,75.0,28.0,228,4,21,8,2015,34,,,,,194.5
2015-08-22,17.0,40.0,38.5,11.0,160,5,22,8,2015,34,,,,,106.5
2015-08-23,25.0,27.0,37.5,7.5,154,6,23,8,2015,34,,,,,97.0
2015-08-24,35.5,32.0,40.5,15.5,178,0,24,8,2015,35,,,,,123.5
2015-08-25,35.5,69.0,41.0,10.0,220,1,25,8,2015,35,,,,,155.5
2015-08-26,53.0,54.5,44.5,18.0,190,2,26,8,2015,35,,,,,170.0
2015-08-27,38.0,84.0,83.0,34.0,294,3,27,8,2015,35,,,,,239.0
2015-08-28,40.0,51.0,80.5,17.0,222,4,28,8,2015,35,,,,,188.5
2015-08-29,19.0,40.0,48.0,14.0,198,5,29,8,2015,35,,,,,121.0
2015-08-30,17.0,35.5,30.0,11.0,184,6,30,8,2015,35,,,,,93.5
2015-08-31,44.0,68.0,67.0,10.0,216,0,31,8,2015,36,,,,,189.0
2015-09-01,55.5,86.0,69.0,7.0,256,1,1,9,2015,36,,,,,217.5
2015-09-02,35.0,59.0,71.0,10.5,252,2,2,9,2015,36,,,,,175.5
2015-09-03,17.0,23.0,32.0,14.0,174,3,3,9,2015,36,2015-09-03,3.0,-1.0,1.0,86.0
2015-09-04,23.5,23.0,24.0,11.0,144,4,4,9,2015,36,2015-09-04,3.0,-1.0,1.0,81.5
2015-09-05,32.5,16.0,27.5,4.0,150,5,5,9,2015,36,2015-09-05,3.0,-1.0,1.0,80.0
2015-09-06,22.5,26.5,37.0,11.0,148,6,6,9,2015,36,,,,,97.0
2015-09-07,31.0,42.0,46.0,25.0,222,0,7,9,2015,37,,,,,144.0
2015-09-08,39.0,53.0,56.0,29.0,234,1,8,9,2015,37,,,,,177.0
2015-09-09,77.0,35.0,46.5,6.0,234,2,9,9,2015,37,,,,,164.5
2015-09-10,41.5,56.0,60.5,12.0,232,3,10,9,2015,37,,,,,170.0
2015-09-11,47.0,45.5,48.0,16.0,228,4,11,9,2015,37,,,,,156.5
2015-09-12,35.5,25.0,64.5,10.0,174,5,12,9,2015,37,,,,,135.0
2015-09-13,29.5,25.0,30.5,6.0,162,6,13,9,2015,37,,,,,91.0
2015-09-14,42.5,60.5,40.0,16.0,210,0,14,9,2015,38,,,,,159.0
2015-09-15,58.0,75.0,42.5,15.5,202,1,15,9,2015,38,,,,,191.0
2015-09-16,46.0,60.5,28.5,11.5,234,2,16,9,2015,38,,,,,146.5
2015-09-17,32.0,39.0,37.5,19.5,252,3,17,9,2015,38,,,,,128.0
2015-09-18,35.5,44.5,32.0,3.0,204,4,18,9,2015,38,,,,,115.0
2015-09-19,29.5,46.0,23.0,14.5,168,5,19,9,2015,38,,,,,113.0
2015-09-20,12.5,31.0,12.5,17.0,132,6,20,9,2015,38,,,,,73.0
2015-09-21,38.0,39.5,36.0,15.0,178,0,21,9,2015,39,,,,,128.5
2015-09-22,41.5,44.0,47.5,29.0,222,1,22,9,2015,39,,,,,162.0
2015-09-23,72.0,40.0,38.5,21.0,222,2,23,9,2015,39,,,,,171.5
2015-09-24,55.0,60.0,44.5,16.0,246,3,24,9,2015,39,,,,,175.5
2015-09-25,68.0,63.5,68.0,15.0,282,4,25,9,2015,39,,,,,214.5
2015-09-26,23.0,34.0,45.0,9.5,174,5,26,9,2015,39,2015-09-26,3.0,-1.0,1.0,111.5
2015-09-27,34.5,33.5,18.0,13.0,168,6,27,9,2015,39,2015-09-27,3.0,-1.0,1.0,99.0
2015-09-28,36.5,45.0,37.5,18.0,214,0,28,9,2015,40,,,,,137.0
2015-09-29,60.0,44.0,43.5,27.0,254,1,29,9,2015,40,,,,,174.5
2015-09-30,40.5,61.0,36.0,26.5,268,2,30,9,2015,40,,,,,164.0
2015-10-01,35.0,40.5,30.0,13.0,208,3,1,10,2015,40,2015-10-01,7.0,-2.0,2.0,118.5
2015-10-02,25.0,34.0,13.5,4.0,138,4,2,10,2015,40,2015-10-02,7.0,-2.0,2.0,76.5
2015-10-03,24.0,26.0,25.5,15.0,142,5,3,10,2015,40,2015-10-03,7.0,-2.0,2.0,90.5
2015-10-04,15.0,19.5,17.5,22.0,126,6,4,10,2015,40,2015-10-04,7.0,-2.0,2.0,74.0
2015-10-05,15.0,15.0,13.0,5.0,96,0,5,10,2015,41,2015-10-05,7.0,-2.0,2.0,48.0
2015-10-06,26.0,15.0,15.5,4.0,112,1,6,10,2015,41,2015-10-06,7.0,-2.0,2.0,60.5
2015-10-07,22.0,13.5,17.5,14.5,120,2,7,10,2015,41,2015-10-07,7.0,-2.0,2.0,67.5
2015-10-08,24.0,30.0,35.0,8.0,142,3,8,10,2015,41,,,,,97.0
2015-10-09,46.0,61.0,67.0,7.5,220,4,9,10,2015,41,,,,,181.5
2015-10-10,61.0,58.0,69.0,13.0,258,5,10,10,2015,41,,,,,201.0
2015-10-11,55.0,25.5,35.0,7.0,168,6,11,10,2015,41,,,,,122.5
2015-10-12,46.0,45.0,65.0,13.0,252,0,12,10,2015,42,,,,,169.0
2015-10-13,45.0,70.0,55.0,32.0,244,1,13,10,2015,42,,,,,202.0
2015-10-14,42.0,76.5,52.5,17.0,202,2,14,10,2015,42,,,,,188.0
2015-10-15,50.5,51.5,65.5,15.0,246,3,15,10,2015,42,,,,,182.5
2015-10-16,69.0,54.0,60.0,23.0,262,4,16,10,2015,42,,,,,206.0
2015-10-17,50.5,28.5,36.0,12.0,216,5,17,10,2015,42,,,,,127.0
2015-10-18,17.5,20.0,25.0,12.0,132,6,18,10,2015,42,,,,,74.5
2015-10-19,75.5,57.5,50.0,20.5,210,0,19,10,2015,43,,,,,203.5
2015-10-20,46.0,72.0,74.0,12.5,258,1,20,10,2015,43,,,,,204.5
2015-10-21,42.0,83.0,64.5,27.0,274,2,21,10,2015,43,,,,,216.5
2015-10-22,42.0,70.0,54.0,31.5,246,3,22,10,2015,43,,,,,197.5
2015-10-23,36.5,77.0,67.0,18.0,202,4,23,10,2015,43,,,,,198.5
2015-10-24,28.0,30.0,30.5,15.0,198,5,24,10,2015,43,,,,,103.5
2015-10-25,20.5,22.5,36.0,11.0,198,6,25,10,2015,43,,,,,90.0
2015-10-26,51.5,35.0,48.0,50.0,222,0,26,10,2015,44,,,,,184.5
2015-10-27,60.0,53.5,48.0,16.0,222,1,27,10,2015,44,,,,,177.5
2015-10-28,95.0,53.0,63.0,26.0,234,2,28,10,2015,44,,,,,237.0
2015-10-29,38.0,29.5,68.5,25.0,240,3,29,10,2015,44,,,,,161.0
2015-10-30,51.5,55.5,43.0,27.5,234,4,30,10,2015,44,,,,,177.5
2015-10-31,50.0,25.5,24.5,11.0,192,5,31,10,2015,44,,,,,111.0
2015-11-01,24.5,25.5,17.5,5.5,150,6,1,11,2015,44,,,,,73.0
2015-11-02,60.0,58.5,46.5,22.5,198,0,2,11,2015,45,,,,,187.5
2015-11-03,67.5,25.0,62.0,15.0,186,1,3,11,2015,45,,,,,169.5
2015-11-04,67.5,72.5,53.5,20.0,246,2,4,11,2015,45,,,,,213.5
2015-11-05,59.0,48.5,64.5,21.0,250,3,5,11,2015,45,,,,,193.0
2015-11-06,51.5,60.5,80.0,14.0,264,4,6,11,2015,45,,,,,206.0
2015-11-07,28.0,52.5,41.5,9.0,222,5,7,11,2015,45,,,,,131.0
2015-11-08,32.0,29.5,35.5,7.0,174,6,8,11,2015,45,,,,,104.0
2015-11-09,45.0,43.5,25.5,19.5,180,0,9,11,2015,46,,,,,133.5
2015-11-10,41.5,40.0,66.5,12.5,228,1,10,11,2015,46,,,,,160.5
2015-11-11,40.0,68.5,62.5,25.5,226,2,11,11,2015,46,,,,,196.5
2015-11-12,36.5,45.5,62.0,24.5,214,3,12,11,2015,46,,,,,168.5
2015-11-13,53.5,81.5,63.0,23.0,252,4,13,11,2015,46,,,,,221.0
2015-11-14,32.0,43.5,19.5,11.0,186,5,14,11,2015,46,,,,,106.0
2015-11-15,23.0,24.5,34.0,8.0,138,6,15,11,2015,46,,,,,89.5
2015-11-16,45.0,66.0,58.0,5.0,216,0,16,11,2015,47,,,,,174.0
2015-11-17,40.0,84.5,68.5,23.5,300,1,17,11,2015,47,,,,,216.5
2015-11-18,32.0,47.0,62.0,15.0,252,2,18,11,2015,47,,,,,156.0
2015-11-19,19.0,67.0,35.0,14.0,202,3,19,11,2015,47,,,,,135.0
2015-11-20,59.0,46.5,17.5,19.5,222,4,20,11,2015,47,,,,,142.5
2015-11-21,16.5,37.5,39.5,13.5,186,5,21,11,2015,47,,,,,107.0
2015-11-22,22.5,17.5,30.0,4.0,136,6,22,11,2015,47,,,,,74.0
2015-11-23,42.0,68.0,44.0,31.0,208,0,23,11,2015,48,,,,,185.0
2015-11-24,37.0,62.5,44.0,17.0,202,1,24,11,2015,48,,,,,160.5
2015-11-25,37.0,51.5,42.5,12.0,222,2,25,11,2015,48,,,,,143.0
2015-11-26,45.0,36.0,88.0,17.0,276,3,26,11,2015,48,,,,,186.0
2015-11-27,60.0,48.0,73.5,27.0,256,4,27,11,2015,48,,,,,208.5
2015-11-28,65.5,38.5,35.0,15.5,174,5,28,11,2015,48,,,,,154.5
2015-11-29,21.5,40.0,39.0,9.0,126,6,29,11,2015,48,,,,,109.5
2015-11-30,41.5,60.0,49.5,15.5,228,0,30,11,2015,49,,,,,166.5
2015-12-01,36.0,59.5,38.5,14.0,180,1,1,12,2015,49,,,,,148.0
2015-12-02,63.0,82.5,60.0,20.5,228,2,2,12,2015,49,,,,,226.0
2015-12-03,54.5,80.0,41.5,9.0,264,3,3,12,2015,49,,,,,185.0
2015-12-04,75.5,61.5,56.0,14.0,234,4,4,12,2015,49,,,,,207.0
2015-12-05,34.5,29.0,17.0,11.5,156,5,5,12,2015,49,,,,,92.0
2015-12-06,33.5,34.5,41.0,9.0,186,6,6,12,2015,49,,,,,118.0
2015-12-07,50.0,34.5,51.5,20.0,204,0,7,12,2015,50,,,,,156.0
2015-12-08,47.0,39.0,55.0,20.0,276,1,8,12,2015,50,,,,,161.0
2015-12-09,45.5,42.0,55.0,12.0,180,2,9,12,2015,50,,,,,154.5
2015-12-10,50.5,68.0,51.5,18.0,228,3,10,12,2015,50,,,,,188.0
2015-12-11,28.0,78.0,53.5,19.5,208,4,11,12,2015,50,,,,,179.0
2015-12-12,37.5,49.0,30.0,12.5,180,5,12,12,2015,50,,,,,129.0
2015-12-13,21.5,24.0,21.5,14.0,118,6,13,12,2015,50,,,,,81.0
2015-12-14,41.0,52.5,64.0,7.5,204,0,14,12,2015,51,,,,,165.0
2015-12-15,47.0,56.5,50.0,30.5,222,1,15,12,2015,51,,,,,184.0
2015-12-16,83.0,58.5,58.5,28.5,198,2,16,12,2015,51,,,,,228.5
2015-12-17,45.5,16.5,59.0,16.0,190,3,17,12,2015,51,,,,,137.0
2015-12-18,44.0,58.5,48.0,11.0,210,4,18,12,2015,51,,,,,161.5
2015-12-19,27.0,25.0,46.5,11.5,180,5,19,12,2015,51,,,,,110.0
2015-12-20,28.5,24.0,24.0,8.0,156,6,20,12,2015,51,,,,,84.5
2015-12-21,50.0,72.0,52.0,12.5,198,0,21,12,2015,52,,,,,186.5
2015-12-22,45.0,75.0,47.0,16.5,234,1,22,12,2015,52,,,,,183.5
2015-12-23,34.0,48.0,42.5,6.5,222,2,23,12,2015,52,,,,,131.0
2015-12-24,46.5,51.0,54.0,6.0,240,3,24,12,2015,52,,,,,157.5
2015-12-25,40.0,46.5,59.5,12.5,234,4,25,12,2015,52,,,,,158.5
2015-12-26,22.0,34.5,48.5,3.0,196,5,26,12,2015,52,,,,,108.0
2015-12-27,18.5,18.5,25.0,10.5,144,6,27,12,2015,52,,,,,72.5
2015-12-28,32.0,41.0,61.5,6.0,208,0,28,12,2015,53,,,,,140.5
2015-12-29,46.5,36.0,52.0,15.0,266,1,29,12,2015,53,,,,,149.5
2015-12-30,77.0,36.0,55.5,28.0,198,2,30,12,2015,53,,,,,196.5
2015-12-31,41.5,42.5,55.0,7.5,222,3,31,12,2015,53,,,,,146.5
2016-01-01,22.0,28.0,31.5,7.0,144,4,1,1,2016,53,2016-01-01,3.0,-1.0,1.0,88.5
2016-01-02,19.5,26.5,40.0,5.0,120,5,2,1,2016,53,2016-01-02,3.0,-1.0,1.0,91.0
2016-01-03,28.5,30.0,34.0,14.5,142,6,3,1,2016,53,2016-01-03,3.0,-1.0,1.0,107.0
2016-01-04,33.5,42.5,20.0,15.5,150,0,4,1,2016,1,,,,,111.5
2016-01-05,34.0,51.0,45.0,7.0,198,1,5,1,2016,1,,,,,137.0
2016-01-06,65.0,61.0,55.0,29.0,232,2,6,1,2016,1,,,,,210.0
2016-01-07,25.0,81.5,45.5,13.0,244,3,7,1,2016,1,,,,,165.0
2016-01-08,57.0,47.5,66.5,6.5,250,4,8,1,2016,1,,,,,177.5
2016-01-09,24.5,24.0,19.0,4.0,162,5,9,1,2016,1,,,,,71.5
2016-01-10,30.5,20.0,27.5,12.0,162,6,10,1,2016,1,,,,,90.0
2016-01-11,47.5,64.0,54.0,11.0,228,0,11,1,2016,2,,,,,176.5
2016-01-12,57.0,41.0,34.0,11.0,204,1,12,1,2016,2,,,,,143.0
2016-01-13,51.5,49.5,60.5,5.0,216,2,13,1,2016,2,,,,,166.5
2016-01-14,69.0,56.5,64.0,16.0,240,3,14,1,2016,2,,,,,205.5
2016-01-15,37.0,69.0,59.5,3.0,222,4,15,1,2016,2,,,,,168.5
2016-01-16,26.5,40.5,31.0,10.0,154,5,16,1,2016,2,,,,,108.0
2016-01-17,36.5,32.0,27.0,9.0,196,6,17,1,2016,2,,,,,104.5
2016-01-18,29.5,52.0,43.0,23.0,180,0,18,1,2016,3,,,,,147.5
2016-01-19,37.0,63.0,72.5,10.5,240,1,19,1,2016,3,,,,,183.0
2016-01-20,48.0,60.5,44.0,13.5,256,2,20,1,2016,3,,,,,166.0
2016-01-21,36.0,33.0,39.0,5.0,196,3,21,1,2016,3,,,,,113.0
2016-01-22,45.0,37.0,65.5,13.5,240,4,22,1,2016,3,,,,,161.0
2016-01-23,19.5,22.5,40.5,7.0,178,5,23,1,2016,3,,,,,89.5
2016-01-24,28.5,25.0,26.5,12.5,172,6,24,1,2016,3,,,,,92.5
2016-01-25,55.5,69.0,22.5,17.5,186,0,25,1,2016,4,,,,,164.5
2016-01-26,42.5,61.0,39.5,15.5,226,1,26,1,2016,4,,,,,158.5
2016-01-27,45.5,43.5,59.0,12.0,208,2,27,1,2016,4,,,,,160.0
2016-01-28,38.0,53.5,65.0,16.0,256,3,28,1,2016,4,,,,,172.5
2016-01-29,34.5,48.0,53.5,10.0,230,4,29,1,2016,4,,,,,146.0
2016-01-30,23.5,34.0,30.0,6.0,186,5,30,1,2016,4,,,,,93.5
2016-01-31,29.0,38.0,30.0,3.0,144,6,31,1,2016,4,,,,,100.0
2016-02-01,38.0,27.0,33.0,6.5,182,0,1,2,2016,5,,,,,104.5
2016-02-02,27.0,50.5,61.0,10.0,188,1,2,2,2016,5,,,,,148.5
2016-02-03,19.0,29.0,37.5,4.0,160,2,3,2,2016,5,,,,,89.5
2016-02-04,28.5,17.0,36.5,10.0,178,3,4,2,2016,5,,,,,92.0
2016-02-05,21.5,28.0,30.5,5.5,158,4,5,2,2016,5,,,,,85.5
2016-02-06,37.5,20.0,16.0,2.0,136,5,6,2,2016,5,,,,,75.5
2016-02-07,25.5,10.5,2.0,1.5,90,6,7,2,2016,5,2016-02-07,7.0,-2.0,2.0,39.5
2016-02-08,13.5,9.5,9.5,2.0,72,0,8,2,2016,6,2016-02-08,7.0,-2.0,2.0,34.5
2016-02-09,19.0,14.0,10.0,3.0,62,1,9,2,2016,6,2016-02-09,7.0,-2.0,2.0,46.0
2016-02-10,12.5,6.5,11.5,7.0,82,2,10,2,2016,6,2016-02-10,7.0,-2.0,2.0,37.5
2016-02-11,11.5,12.5,14.5,4.5,102,3,11,2,2016,6,2016-02-11,7.0,-2.0,2.0,43.0
2016-02-12,11.0,7.5,13.5,1.5,90,4,12,2,2016,6,2016-02-12,7.0,-2.0,2.0,33.5
2016-02-13,18.0,15.0,11.0,5.5,82,5,13,2,2016,6,2016-02-13,7.0,-2.0,2.0,49.5
2016-02-14,14.0,30.5,22.0,4.0,126,6,14,2,2016,6,,,,,70.5
2016-02-15,50.0,21.0,45.0,9.5,160,0,15,2,2016,7,,,,,125.5
2016-02-16,62.5,35.0,41.0,7.0,196,1,16,2,2016,7,,,,,145.5
2016-02-17,34.5,60.5,28.0,0.0,186,2,17,2,2016,7,,,,,123.0
2016-02-18,31.0,45.0,18.5,22.0,210,3,18,2,2016,7,,,,,116.5
2016-02-19,53.5,61.0,56.5,17.0,268,4,19,2,2016,7,,,,,188.0
2016-02-20,25.0,33.5,37.5,20.0,138,5,20,2,2016,7,,,,,116.0
2016-02-21,19.5,33.0,18.5,13.0,128,6,21,2,2016,7,,,,,84.0
2016-02-22,54.5,51.5,32.5,21.0,202,0,22,2,2016,8,,,,,159.5
2016-02-23,64.5,57.0,67.0,17.5,244,1,23,2,2016,8,,,,,206.0
2016-02-24,53.0,45.0,42.5,18.5,220,2,24,2,2016,8,,,,,159.0
2016-02-25,28.5,28.5,52.0,48.0,240,3,25,2,2016,8,,,,,157.0
2016-02-26,43.5,43.0,41.5,19.5,228,4,26,2,2016,8,,,,,147.5
2016-02-27,25.5,24.5,23.0,13.5,144,5,27,2,2016,8,,,,,86.5
2016-02-28,16.0,38.0,8.5,8.5,100,6,28,2,2016,8,,,,,71.0
2016-02-29,32.5,41.0,71.5,7.5,112,0,29,2,2016,9,,,,,152.5
2016-03-01,34.0,65.0,50.5,22.0,224,1,1,3,2016,9,,,,,171.5
2016-03-02,57.0,23.0,45.0,18.0,186,2,2,3,2016,9,,,,,143.0
2016-03-03,41.0,59.0,41.0,29.0,250,3,3,3,2016,9,,,,,170.0
2016-03-04,61.5,38.0,55.5,31.5,244,4,4,3,2016,9,,,,,186.5
2016-03-05,27.0,39.0,30.5,14.0,178,5,5,3,2016,9,,,,,110.5
2016-03-06,17.0,19.0,31.0,7.5,124,6,6,3,2016,9,,,,,74.5
2016-03-07,60.0,38.0,47.0,6.0,180,0,7,3,2016,10,,,,,151.0
2016-03-08,44.5,61.5,60.5,10.0,220,1,8,3,2016,10,,,,,176.5
2016-03-09,46.0,48.0,41.0,18.0,220,2,9,3,2016,10,,,,,153.0
2016-03-10,63.5,46.5,76.0,25.0,236,3,10,3,2016,10,,,,,211.0
2016-03-11,43.5,39.0,44.5,20.0,166,4,11,3,2016,10,,,,,147.0
2016-03-12,28.5,18.5,28.0,6.0,144,5,12,3,2016,10,,,,,81.0
2016-03-13,39.0,18.0,25.5,12.5,166,6,13,3,2016,10,,,,,95.0
2016-03-14,61.5,63.5,45.5,33.0,254,0,14,3,2016,11,,,,,203.5
2016-03-15,75.0,43.0,60.0,20.0,214,1,15,3,2016,11,,,,,198.0
2016-03-16,68.5,60.0,50.0,21.0,254,2,16,3,2016,11,,,,,199.5
2016-03-17,46.0,97.5,32.0,9.0,280,3,17,3,2016,11,,,,,184.5
2016-03-18,42.0,65.0,45.0,19.0,222,4,18,3,2016,11,,,,,171.0
2016-03-19,37.0,21.5,20.0,12.5,160,5,19,3,2016,11,,,,,91.0
2016-03-20,28.0,26.0,18.0,9.5,160,6,20,3,2016,11,,,,,81.5
2016-03-21,68.0,74.5,41.0,22.0,220,0,21,3,2016,12,,,,,205.5
2016-03-22,72.0,66.5,43.5,30.0,226,1,22,3,2016,12,,,,,212.0
2016-03-23,61.5,71.0,65.0,22.0,238,2,23,3,2016,12,,,,,219.5
2016-03-24,47.5,62.5,41.5,21.0,274,3,24,3,2016,12,,,,,172.5
2016-03-25,43.0,75.0,58.0,24.5,280,4,25,3,2016,12,,,,,200.5
2016-03-26,42.5,32.5,19.0,9.0,172,5,26,3,2016,12,,,,,103.0
2016-03-27,25.5,30.0,32.0,5.5,164,6,27,3,2016,12,,,,,93.0
2016-03-28,54.5,46.5,54.5,37.0,276,0,28,3,2016,13,,,,,192.5
2016-03-29,37.5,66.5,53.0,18.0,232,1,29,3,2016,13,,,,,175.0
2016-03-30,44.0,51.0,77.5,20.0,226,2,30,3,2016,13,,,,,192.5
2016-03-31,73.5,74.0,76.0,18.0,256,3,31,3,2016,13,,,,,241.5
2016-04-01,58.0,68.5,60.5,13.0,190,4,1,4,2016,13,,,,,200.0
2016-04-02,41.0,65.5,28.5,6.0,228,5,2,4,2016,13,2016-04-02,3.0,-1.0,1.0,141.0
2016-04-03,23.5,21.0,20.5,14.0,160,6,3,4,2016,13,2016-04-03,3.0,-1.0,1.0,79.0
2016-04-04,12.0,23.0,17.5,7.0,124,0,4,4,2016,14,2016-04-04,3.0,-1.0,1.0,59.5
2016-04-05,22.0,50.0,36.5,11.0,168,1,5,4,2016,14,,,,,119.5
2016-04-06,66.5,75.0,50.5,34.0,280,2,6,4,2016,14,,,,,226.0
2016-04-07,46.0,78.0,40.0,34.5,246,3,7,4,2016,14,,,,,198.5
2016-04-08,72.0,66.0,32.0,10.0,210,4,8,4,2016,14,,,,,180.0
2016-04-09,36.5,44.0,17.5,6.0,168,5,9,4,2016,14,,,,,104.0
2016-04-10,22.0,21.0,25.0,5.0,126,6,10,4,2016,14,,,,,73.0
2016-04-11,54.5,70.0,47.5,19.0,192,0,11,4,2016,15,,,,,191.0
2016-04-12,47.5,74.5,61.5,9.5,232,1,12,4,2016,15,,,,,193.0
2016-04-13,50.5,114.0,45.0,34.0,214,2,13,4,2016,15,,,,,243.5
2016-04-14,31.0,41.0,63.0,17.0,222,3,14,4,2016,15,,,,,152.0
2016-04-15,39.0,62.0,51.0,17.0,246,4,15,4,2016,15,,,,,169.0
2016-04-16,39.0,47.0,52.0,12.0,214,5,16,4,2016,15,,,,,150.0
2016-04-17,15.5,32.0,30.0,4.0,154,6,17,4,2016,15,,,,,81.5
2016-04-18,51.0,45.0,36.0,21.0,198,0,18,4,2016,16,,,,,153.0
2016-04-19,49.0,61.5,43.0,10.0,226,1,19,4,2016,16,,,,,163.5
2016-04-20,79.0,44.5,44.5,8.0,234,2,20,4,2016,16,,,,,176.0
2016-04-21,92.0,56.0,52.5,24.0,240,3,21,4,2016,16,,,,,224.5
2016-04-22,63.0,63.0,52.0,12.0,250,4,22,4,2016,16,,,,,190.0
2016-04-23,22.0,29.0,37.0,8.0,162,5,23,4,2016,16,,,,,96.0
2016-04-24,22.0,27.0,23.0,7.0,156,6,24,4,2016,16,,,,,79.0
2016-04-25,43.0,68.0,70.0,15.0,238,0,25,4,2016,17,,,,,196.0
2016-04-26,52.5,73.0,51.0,10.0,234,1,26,4,2016,17,,,,,186.5
2016-04-27,75.0,71.5,35.5,16.0,244,2,27,4,2016,17,,,,,198.0
2016-04-28,57.0,61.5,76.0,10.0,252,3,28,4,2016,17,,,,,204.5
2016-04-29,57.0,53.0,105.0,20.0,252,4,29,4,2016,17,,,,,235.0
2016-04-30,27.0,32.5,19.0,19.0,138,5,30,4,2016,17,2016-04-30,3.0,-1.0,1.0,97.5
